Date,Open,High,Low,Close,Volume,K,D,RSI,buy_point,ticker_num,income,expenditure,account
2003-08-18,43.0,43.1,42.52,42.8,4295,83.37105779267523,64.10535203104311,62.97376093294452,0,12109,0.0,0.0,34.49295024998719
2003-08-19,43.5,43.6,42.8,43.0,6286,88.91403852845016,72.37491419684545,68.07228915662643,0,12109,0.0,0.0,34.49295024998719
2003-08-20,42.8,43.28,42.8,43.19,4201,92.60935901896679,79.11972913755257,67.68292682926823,0,12109,0.0,0.0,34.49295024998719
2003-08-21,43.19,44.0,42.8,44.0,3518,95.07290601264452,84.43745476258322,68.07228915662643,0,12109,0.0,0.0,34.49295024998719
2003-08-22,44.0,44.59,43.95,44.04,6243,96.71527067509635,88.53006006675426,70.37037037037031,0,12109,0.0,0.0,34.49295024998719
2003-08-25,44.1,44.39,43.79,44.35,4937,97.81018045006422,91.62343352785759,82.68251273344642,0,12109,0.0,0.0,34.49295024998719
2003-08-26,44.25,44.25,43.4,43.46,8544,84.06857558459569,89.10514754677028,74.80798771121347,0,12109,0.0,0.0,34.49295024998719
2003-08-27,43.28,43.97,43.28,43.62,6352,74.4506250318572,84.22030670846593,73.54838709677412,0,12109,0.0,0.0,34.49295024998719
2003-08-28,43.63,43.95,43.49,43.56,4754,65.97783604274358,78.13948315322514,79.4425087108014,0,12109,0.0,0.0,34.49295024998719
2003-08-29,43.6,44.92,43.6,44.92,7666,77.31855736182905,77.86584122275977,84.33048433048431,0,12109,0.0,0.0,34.49295024998719
2003-09-01,46.4,46.4,44.79,45.15,6283,84.87903824121938,80.2035735622463,83.8235294117647,1,12109,0.0,0.0,34.49295024998719
2003-09-02,45.23,45.52,44.9,45.52,2163,89.91935882747958,83.4421686506574,79.12713472485767,0,12109,0.0,0.0,34.49295024998719
2003-09-03,45.9,45.9,45.0,45.0,4321,84.86533306945236,83.91655679025573,73.93617021276599,0,12109,0.0,0.0,34.49295024998719
2003-09-04,45.1,45.1,44.51,44.51,3077,73.5671799751041,80.46676451853853,65.6742556917688,0,12109,0.0,0.0,34.49295024998719
2003-09-05,45.0,45.25,44.7,45.03,3894,74.44931739440594,78.46094881049433,68.13008130081303,0,12109,0.0,0.0,34.49295024998719
2003-09-08,44.8,46.0,44.59,45.95,5233,82.96621159627063,79.96270307241976,71.47016011644834,1,12109,0.0,0.0,34.49295024998719
2003-09-09,46.5,46.59,45.7,45.7,7878,85.15739071550539,81.69426562011498,68.10966810966814,0,12109,0.0,0.0,34.49295024998719
2003-09-10,45.5,45.6,44.8,45.1,4903,70.42900121774437,77.93917748599144,58.1845238095238,-1,12109,0.0,0.0,34.49295024998719
2003-09-12,45.04,45.47,44.8,45.47,2730,69.17488970071841,75.01774822423377,60.14184397163119,0,12109,0.0,0.0,34.49295024998719
2003-09-15,45.45,45.45,44.92,45.0,2946,57.459185726404876,69.1648940582908,54.507628294036046,0,12109,0.0,0.0,34.49295024998719
2003-09-16,44.6,45.49,44.6,45.45,2267,60.065383076862545,66.13172373114804,64.69719350073856,0,12109,0.0,0.0,34.49295024998719
2003-09-17,45.83,45.99,45.7,45.79,5547,69.67321834753793,67.31222193661134,65.61151079136691,1,12109,0.0,0.0,34.49295024998719
2003-09-18,45.8,45.8,45.4,45.68,1464,70.30846135449889,68.31096840924052,65.1428571428571,0,12109,0.0,0.0,34.49295024998719
2003-09-19,45.68,46.0,45.6,45.8,6913,74.94248300826223,70.52147327558109,57.63888888888884,0,12109,0.0,0.0,34.49295024998719
2003-09-22,45.5,45.5,45.0,45.0,5920,49.96165533884149,63.66820063000122,48.815165876777264,-1,12109,0.0,0.0,34.49295024998719
2003-09-23,44.7,45.0,44.7,44.8,6887,33.30777022589432,53.548057161965595,44.15584415584411,0,12109,0.0,0.0,34.49295024998719
2003-09-24,44.98,45.0,44.71,44.85,3625,23.871846817263027,43.65598704706474,48.681898066783845,0,12109,0.0,0.0,34.49295024998719
2003-09-25,44.7,44.9,44.2,44.85,6414,17.581231211508825,34.964401768546104,53.2692307692308,0,12109,0.0,0.0,34.49295024998719
2003-09-26,44.85,44.9,44.7,44.85,3001,13.387487474339359,27.772097003810522,48.07692307692308,0,12109,0.0,0.0,34.49295024998719
2003-09-29,44.8,44.81,44.6,44.71,1128,8.924991649559573,21.489728552393537,34.102564102564074,0,12109,0.0,0.0,34.49295024998719
2003-09-30,44.71,44.9,44.61,44.7,4797,5.949994433039715,16.309817179275598,36.33879781420764,0,12109,0.0,0.0,34.49295024998719
2003-10-01,44.51,44.51,44.06,44.16,4135,3.9666629553598103,12.195432437970336,36.944444444444386,0,12109,0.0,0.0,34.49295024998719
2003-10-02,44.79,45.4,44.6,45.05,6668,35.97777530357321,20.12288005983796,44.902912621359214,1,12109,0.0,0.0,34.49295024998719
2003-10-03,45.2,45.41,45.07,45.31,4895,57.31851686904881,32.52142566290824,53.96419437340156,0,12109,0.0,0.0,34.49295024998719
2003-10-06,45.7,46.34,45.7,46.25,8892,71.5456779126992,45.5295097461719,59.09090909090905,0,12109,0.0,0.0,34.49295024998719
2003-10-07,46.4,46.4,46.18,46.28,7937,81.03045194179947,57.36315714471442,55.990220048899765,0,12109,0.0,0.0,34.49295024998719
2003-10-08,46.3,46.38,45.87,46.0,1810,82.95111890459586,65.89247773134157,53.75586854460093,0,12109,0.0,0.0,34.49295024998719
2003-10-09,46.0,46.2,45.9,46.14,5914,86.43282140809535,72.73925895692616,53.97196261682245,0,12109,0.0,0.0,34.49295024998719
2003-10-13,46.4,47.19,46.4,47.19,8657,90.95521427206357,78.81124406197196,74.17218543046347,0,12109,0.0,0.0,34.49295024998719
2003-10-14,47.35,47.52,47.01,47.01,6643,91.98994482824041,83.20414431739478,74.50110864745005,0,12109,0.0,0.0,34.49295024998719
2003-10-15,47.01,47.3,46.81,47.05,5439,92.47927786057149,86.29585549845368,74.44444444444436,0,12109,0.0,0.0,34.49295024998719
2003-10-16,47.05,47.75,46.98,47.7,10708,94.98618524038099,89.19263207909611,77.6699029126213,0,12109,0.0,0.0,34.49295024998719
2003-10-17,47.8,47.87,47.51,47.79,4645,96.65745682692067,91.68090699503763,78.05343511450376,0,12109,0.0,0.0,34.49295024998719
2003-10-20,47.58,48.1,47.58,48.0,3041,97.77163788461377,93.71115062489633,80.97928436911481,0,12109,0.0,0.0,34.49295024998719
2003-10-21,48.0,48.25,47.49,47.8,3924,95.1810919230758,94.20113105762283,78.18181818181806,0,12109,0.0,0.0,34.49295024998719
2003-10-22,47.69,47.86,47.43,47.8,2416,93.20316522470281,93.86847577998283,86.69354838709673,0,12109,0.0,0.0,34.49295024998719
2003-10-23,47.3,47.38,47.03,47.1,6883,65.16574651343835,84.30089935780134,71.48846960167718,0,12109,0.0,0.0,34.49295024998719
2003-10-24,47.0,47.2,46.83,46.95,6866,43.4438310089589,70.68187657485386,67.59656652360516,0,12109,0.0,0.0,34.49295024998719
2003-10-27,46.95,47.15,46.93,47.0,1728,30.549855593274103,57.30453624766061,59.946949602122025,0,12109,0.0,0.0,34.49295024998719
2003-10-28,47.0,47.89,47.0,47.85,6265,48.93799896694467,54.51569048742196,67.10239651416123,0,12109,0.0,0.0,34.49295024998719
2003-10-29,48.5,48.6,48.0,48.0,13510,65.95866597796311,58.33001565093568,72.42152466367716,1,12109,0.0,0.0,34.49295024998719
2003-10-30,48.21,49.0,48.0,48.16,5127,77.30577731864207,64.65526954017115,72.54464285714286,0,12109,0.0,0.0,34.49295024998719
2003-10-31,48.15,48.27,47.81,48.0,23668,80.46280471380553,69.92444793138262,61.28133704735382,0,12109,0.0,0.0,34.49295024998719
2003-11-03,48.0,48.07,47.79,48.0,3215,82.5674896439145,74.13879516889324,64.51612903225814,0,12109,0.0,0.0,34.49295024998719
2003-11-04,48.25,48.55,48.0,48.0,6331,83.97061293065381,77.41606775614676,64.09495548961432,0,12109,0.0,0.0,34.49295024998719
2003-11-05,48.0,48.5,48.0,48.44,4990,89.31374195376921,81.38195915535425,61.70886075949365,0,12109,0.0,0.0,34.49295024998719
2003-11-06,48.55,48.77,47.2,47.6,4923,73.43138352473508,78.7317672784812,47.570332480818436,-1,12109,0.0,0.0,34.49295024998719
2003-11-07,47.51,47.78,47.2,47.78,5698,56.097112826013884,71.1868824609921,47.164948453608254,0,12109,0.0,0.0,34.49295024998719
2003-11-10,47.6,47.78,47.49,47.51,1482,37.39807521734259,59.923946713108926,46.32911392405063,0,12109,0.0,0.0,34.49295024998719
2003-11-11,47.4,47.49,47.0,47.18,2962,24.932050144895058,48.259981190370965,42.75700934579439,0,12109,0.0,0.0,34.49295024998719
2003-11-12,47.18,47.23,47.0,47.02,2789,16.62136676326337,37.7137763813351,48.93048128342247,0,12109,0.0,0.0,34.49295024998719
2003-11-13,47.35,47.58,47.3,47.35,2636,18.82739004874834,31.418314270472848,55.102040816326536,0,12109,0.0,0.0,34.49295024998719
2003-11-14,47.5,47.55,47.25,47.55,2781,24.992907919822745,29.27651215358948,56.75675675675676,0,12109,0.0,0.0,34.49295024998719
2003-11-17,47.3,47.3,46.65,46.7,5041,16.661938613215163,25.07165430679804,35.87223587223579,0,12109,0.0,0.0,34.49295024998719
2003-11-18,46.7,46.79,46.38,46.6,6796,11.107959075476776,20.41708922969095,32.58706467661682,0,12109,0.0,0.0,34.49295024998719
2003-11-19,46.0,46.27,45.75,45.99,10670,7.405306050317851,16.07982816989992,25.727069351230362,0,0,554428.65887325,0.0,554463.1518234999
2003-11-20,46.19,46.19,45.6,45.6,5539,4.936870700211901,12.365509013337245,24.468085106382894,0,0,0.0,0.0,554463.1518234999
2003-11-21,45.3,45.6,45.1,45.57,3884,3.2912471334746005,9.340755053383031,24.312896405919574,0,0,0.0,0.0,554463.1518234999
2003-11-24,45.57,45.6,45.3,45.58,1107,2.3625149239998686,7.014675010255311,24.472573839662324,0,0,0.0,0.0,554463.1518234999
2003-11-25,46.02,46.26,45.89,45.95,3287,7.972316346639696,7.333888789050106,23.340471092077074,0,0,0.0,0.0,554463.1518234999
2003-11-26,46.19,46.19,45.93,46.0,1970,12.55393480348371,9.073904127194641,29.381443298968996,0,0,0.0,0.0,554463.1518234999
2003-11-27,46.0,46.0,45.46,45.48,2694,8.36928986898914,8.839032707792807,22.748815165876675,-1,0,0.0,0.0,554463.1518234999
2003-11-28,46.1,46.1,45.0,45.0,4656,5.579526579326093,7.7525306649705685,21.670428893905125,0,0,0.0,0.0,554463.1518234999
2003-12-01,45.0,46.2,44.95,46.2,6751,37.05301771955073,17.519359683163955,40.75471698113209,1,11984,0.0,-554449.76664,13.385183499893174
2003-12-02,46.26,46.27,46.0,46.15,2635,56.64645625747815,30.561725207935353,41.61849710982655,0,11984,0.0,0.0,13.385183499893174
2003-12-03,46.15,46.25,46.01,46.07,3213,67.48652639387426,42.86999226991499,37.04453441295545,0,11984,0.0,0.0,13.385183499893174
2003-12-04,46.07,46.2,45.85,46.2,3404,78.3243509292495,54.68811182302649,36.13963039014381,0,11984,0.0,0.0,13.385183499893174
2003-12-05,46.4,46.42,46.19,46.27,5251,85.54956728616634,64.9752636440731,44.7432762836186,0,11984,0.0,0.0,13.385183499893174
2003-12-08,45.78,46.3,45.61,46.3,4842,90.36637819077757,73.43896849297458,46.26865671641786,0,11984,0.0,0.0,13.385183499893174
2003-12-09,46.0,46.09,45.8,46.0,2503,85.88527776821074,77.58773825138664,50.13477088948785,0,11984,0.0,0.0,13.385183499893174
2003-12-10,46.0,46.0,45.42,45.74,5414,76.2312108198329,77.13556244086872,51.955307262569846,-1,11984,0.0,0.0,13.385183499893174
2003-12-11,45.74,45.88,45.7,45.8,1478,54.392235784650246,69.55445355546257,53.185595567867,0,11984,0.0,0.0,13.385183499893174
2003-12-12,46.79,46.79,46.0,46.1,1462,57.69006195167174,65.59965635419896,56.66666666666671,0,11984,0.0,0.0,13.385183499893174
2003-12-15,46.1,46.45,46.1,46.45,2266,71.79337463444783,67.66422911428191,56.443298969072174,1,11984,0.0,0.0,13.385183499893174
2003-12-16,46.29,46.29,46.1,46.18,7865,68.51952675160359,67.94932832672248,52.19512195121951,0,11984,0.0,0.0,13.385183499893174
2003-12-17,46.2,46.25,44.9,45.3,11143,45.67968450106906,60.52611371817134,47.98206278026906,-1,11984,0.0,0.0,13.385183499893174
2003-12-18,45.4,45.4,45.2,45.4,5103,33.351673725350416,51.4679670538977,54.901960784313694,0,11984,0.0,0.0,13.385183499893174
2003-12-19,45.59,45.6,45.12,45.15,5240,22.234449150233612,41.72346108600967,33.22683706070282,0,11984,0.0,0.0,13.385183499893174
2003-12-22,45.15,45.8,45.15,45.78,3920,30.976812254001906,38.14124480867375,45.013477088948825,0,11984,0.0,0.0,13.385183499893174
2003-12-23,45.78,45.81,45.6,45.8,1645,37.31787483600118,37.866788151116225,46.301369863013655,0,11984,0.0,0.0,13.385183499893174
2003-12-24,45.8,46.15,45.7,45.9,1029,44.109352454769954,39.9476429190008,45.85635359116016,1,11984,0.0,0.0,13.385183499893174
2003-12-25,45.99,46.11,45.81,45.81,783,46.3293118929236,42.074865910308404,43.681318681318665,0,11984,0.0,0.0,13.385183499893174
2003-12-26,45.9,46.1,45.7,45.75,1869,50.3036836567711,44.81780515912931,42.50681198910086,0,11984,0.0,0.0,13.385183499893174
2003-12-29,45.75,45.82,45.3,45.42,3893,45.5357891045142,45.05713314092427,42.16216216216219,0,11984,0.0,0.0,13.385183499893174
2003-12-30,45.79,45.9,45.45,45.9,4803,63.69052606967614,51.268264117174894,52.04081632653057,0,11984,0.0,0.0,13.385183499893174
2003-12-31,46.0,46.08,45.9,45.92,3519,75.79368404645076,59.44340409360018,51.54639175257737,0,11984,0.0,0.0,13.385183499893174
2004-01-02,46.14,47.3,45.92,47.3,16325,83.86245603096718,67.58308807272252,62.09677419354834,0,11984,0.0,0.0,13.385183499893174
2004-01-05,47.3,47.84,47.3,47.8,10376,89.24163735397812,74.80260449980771,63.209393346379585,0,11984,0.0,0.0,13.385183499893174
2004-01-06,48.0,48.1,47.7,47.8,7741,92.82775823598541,80.81098907853362,66.73553719008264,0,11984,0.0,0.0,13.385183499893174
2004-01-07,47.95,48.44,47.8,47.8,6398,95.21850549065695,85.61349454924141,81.56565656565661,0,11984,0.0,0.0,13.385183499893174
2004-01-08,47.9,48.18,47.8,48.08,3477,96.81233699377131,89.34644203075138,82.36714975845415,0,11984,0.0,0.0,13.385183499893174
2004-01-09,48.4,48.74,48.38,48.41,7688,97.87489132918088,92.1892584635612,88.62559241706165,0,11984,0.0,0.0,13.385183499893174
2004-01-12,48.41,48.59,48.3,48.53,6977,98.5832608861206,94.32059260441433,87.06199460916447,0,11984,0.0,0.0,13.385183499893174
2004-01-13,48.7,48.7,48.21,48.48,5508,98.41693765332683,95.68604095405183,85.82887700534756,0,11984,0.0,0.0,13.385183499893174
2004-01-14,48.3,49.11,48.23,48.95,7776,98.94462510221788,96.77223567010718,87.10462287104622,0,11984,0.0,0.0,13.385183499893174
2004-01-15,49.0,49.0,48.72,48.94,3971,99.006561662348,97.51701100085413,88.83374689826282,0,11984,0.0,0.0,13.385183499893174
2004-01-16,49.0,49.19,48.8,48.9,5598,97.8884324125797,97.640818138096,89.27680798004974,0,11984,0.0,0.0,13.385183499893174
2004-01-27,49.5,49.51,49.1,49.11,6713,98.59228827505314,97.95797485041504,97.42930591259619,0,11984,0.0,0.0,13.385183499893174
2004-01-28,49.1,49.2,48.91,49.03,16573,96.47252875294811,97.4628261512594,94.84240687679066,0,11984,0.0,0.0,13.385183499893174
2004-01-29,48.9,48.9,48.46,48.6,11158,73.36263821625131,89.42943017292338,84.35897435897425,0,11984,0.0,0.0,13.385183499893174
2004-01-30,48.6,48.62,48.5,48.52,4238,51.02482759390332,76.62789597991669,73.46153846153844,0,11984,0.0,0.0,13.385183499893174
2004-02-02,48.53,48.56,48.01,48.3,5168,34.016551729268876,62.42411456303408,60.775862068965424,0,11984,0.0,0.0,13.385183499893174
2004-02-03,47.99,47.99,47.32,47.66,7358,22.677701152845916,49.17531009297136,47.635135135135144,0,11984,0.0,0.0,13.385183499893174
2004-02-04,47.5,47.59,47.35,47.45,4757,15.118467435230611,37.82302920705778,44.47949526813892,0,11984,0.0,0.0,13.385183499893174
2004-02-05,47.3,47.68,47.2,47.45,3139,10.07897829015374,28.575012234756436,39.10034602076138,0,11984,0.0,0.0,13.385183499893174
2004-02-06,47.5,47.98,47.5,47.91,5801,15.956266651267045,24.36876370692664,41.721854304635784,0,11984,0.0,0.0,13.385183499893174
2004-02-09,48.0,48.6,48.0,48.5,4237,32.78940983502187,27.175645749625048,49.57020057306589,1,11984,0.0,0.0,13.385183499893174
2004-02-10,48.7,48.7,48.25,48.54,7665,53.453809455231905,35.935033651493995,50.862068965517274,0,11984,0.0,0.0,13.385183499893174
2004-02-11,48.5,48.5,48.26,48.37,5264,63.77042954507808,45.213498949355355,40.88050314465399,0,11984,0.0,0.0,13.385183499893174
2004-02-12,48.5,49.26,48.4,48.59,8114,75.84695303005205,55.42465030958759,44.83775811209448,0,11984,0.0,0.0,13.385183499893174
2004-02-13,48.61,49.47,48.6,49.46,6138,83.89796868670138,64.91575643529218,56.63507109004742,0,11984,0.0,0.0,13.385183499893174
2004-02-16,49.46,49.46,49.04,49.2,4154,84.95353799677275,71.59501695578571,51.05386416861831,0,11984,0.0,0.0,13.385183499893174
2004-02-17,49.21,49.5,49.16,49.5,4645,89.96902533118184,77.71968641425109,55.233853006681514,0,11984,0.0,0.0,13.385183499893174
2004-02-18,49.55,49.7,49.32,49.53,4018,93.31268355412124,82.91735212754114,61.36919315403423,0,11984,0.0,0.0,13.385183499893174
2004-02-19,49.57,50.1,49.57,50.0,6123,95.54178903608083,87.12549776372103,66.51785714285711,0,11984,0.0,0.0,13.385183499893174
2004-02-20,50.0,50.05,49.7,50.0,1270,97.02785935738723,90.42628496160975,69.95305164319258,0,11984,0.0,0.0,13.385183499893174
2004-02-23,49.95,50.0,49.5,49.56,2001,89.02061789469992,89.95772927263981,73.39901477832527,0,11984,0.0,0.0,13.385183499893174
2004-02-24,49.2,49.62,49.16,49.45,3957,79.67804786360614,86.53116880296193,75.25252525252529,0,11984,0.0,0.0,13.385183499893174
2004-02-25,49.4,49.62,49.36,49.6,3115,69.7853652424041,80.94923428277599,76.15571776155721,0,11984,0.0,0.0,13.385183499893174
2004-02-26,49.75,50.05,49.7,49.8,6234,71.52357682826926,77.80734846460707,74.54545454545459,0,11984,0.0,0.0,13.385183499893174
2004-02-27,50.0,50.6,50.0,50.55,9139,81.01571788551284,78.87680493824233,75.56109725685788,1,11984,0.0,0.0,13.385183499893174
2004-03-01,50.8,52.0,50.8,51.95,7495,87.34381192367523,81.6991406000533,81.75046554934828,0,11984,0.0,0.0,13.385183499893174
2004-03-02,52.1,52.9,52.1,52.8,13953,91.56254128245016,84.98694082751892,86.61157024793394,0,11984,0.0,0.0,13.385183499893174
2004-03-03,52.8,52.95,52.5,52.7,19671,93.3800026460116,87.78462810034982,84.65430016863418,0,11984,0.0,0.0,13.385183499893174
2004-03-04,53.0,53.15,52.55,53.15,16061,95.58666843067441,90.38530821045802,83.48457350272244,0,11984,0.0,0.0,13.385183499893174
2004-03-05,53.5,53.7,52.5,52.5,22078,91.2019230979271,90.65751317294772,77.96610169491534,0,11984,0.0,0.0,13.385183499893174
2004-03-08,52.6,52.9,51.75,51.85,3510,81.92804262866503,87.74768965818681,68.80000000000007,0,11984,0.0,0.0,13.385183499893174
2004-03-09,51.6,52.0,51.45,52.0,6131,76.5092423494583,84.0015405552773,69.38775510204088,0,11984,0.0,0.0,13.385183499893174
2004-03-10,51.95,52.1,51.2,51.35,10911,61.26257182271584,76.42188431109014,60.305343511450424,0,11984,0.0,0.0,13.385183499893174
2004-03-11,50.95,51.45,50.75,51.4,19280,41.7676404744031,64.87046969886113,60.60606060606063,0,11984,0.0,0.0,13.385183499893174
2004-03-12,50.8,50.8,50.3,50.45,17917,27.845093649602067,52.52867768244144,56.258790436005654,0,0,601917.47686,0.0,601930.8620435
2004-03-15,51.0,51.0,49.65,49.65,15682,18.563395766401378,41.20691704376142,51.28205128205126,0,0,0.0,0.0,601930.8620435
2004-03-16,49.32,49.38,48.8,49.0,18336,12.375597177600918,31.596477088374588,46.385542168674675,0,0,0.0,0.0,601930.8620435
2004-03-17,49.7,49.7,49.0,49.08,4684,9.012302880305358,24.06841901901818,45.59902200488997,0,0,0.0,0.0,601930.8620435
2004-03-18,49.7,50.8,49.5,50.7,9242,24.897090809092493,24.34464294904295,50.82872928176799,1,11855,0.0,-601904.9941125001,25.86793099984061
2004-03-19,50.7,51.1,50.4,51.0,6632,38.820282761617214,29.169856219901035,44.02515723270436,0,11855,0.0,0.0,25.86793099984061
2004-03-22,47.43,47.43,47.43,47.43,4226,25.88018850774481,28.07330031584896,24.835988753514492,-1,0,559794.5492737499,0.0,559820.4172047498
2004-03-23,44.5,47.17,44.5,46.4,25916,17.253459005163204,24.466686545620377,22.844827586206847,0,0,0.0,0.0,559820.4172047498
2004-03-24,47.3,47.3,46.45,46.95,10120,15.487813249818977,21.47372878035324,23.504273504273513,0,0,0.0,0.0,559820.4172047498
2004-03-25,46.95,47.25,46.75,46.8,5991,13.22375955785032,18.723739039518932,24.553571428571423,0,0,0.0,0.0,559820.4172047498
2004-03-26,47.24,47.3,46.7,46.79,7696,11.641926661755289,16.36313491359772,26.041666666666664,0,0,0.0,0.0,559820.4172047498
2004-03-29,48.7,49.1,48.28,49.1,4404,27.326501832474555,20.01759055322333,38.60062893081762,1,11385,0.0,-559800.0799875,20.337217249791138
2004-03-30,49.1,49.54,48.8,49.3,8016,39.232160641939544,26.422447249462067,41.64629176854115,0,11385,0.0,0.0,20.337217249791138
2004-03-31,49.5,49.5,48.98,48.99,8563,44.92288970332203,32.58926140074872,40.38308060654431,0,11385,0.0,0.0,20.337217249791138
2004-04-01,49.3,49.3,48.4,48.7,4722,56.38537474474349,40.52129918208031,42.6284751474305,0,11385,0.0,0.0,20.337217249791138
2004-04-02,49.0,49.2,48.9,48.91,1968,66.44082454247265,49.16114096887776,46.71985815602835,0,11385,0.0,0.0,20.337217249791138
2004-04-05,49.5,50.5,49.19,50.0,5805,77.62721636164844,58.64983276646798,54.26621160409556,0,11385,0.0,0.0,20.337217249791138
2004-04-06,50.2,50.45,49.9,49.92,3052,84.25407362843023,67.18457972045539,53.58361774744029,0,11385,0.0,0.0,20.337217249791138
2004-04-07,49.93,49.98,49.8,49.87,797,88.15276767336675,74.17397570475919,45.91133004926106,0,11385,0.0,0.0,20.337217249791138
2004-04-08,49.9,50.1,49.9,50.1,3677,92.10184511557785,80.14993217503208,45.5357142857143,0,11385,0.0,0.0,20.337217249791138
2004-04-09,49.9,49.9,49.6,49.8,1493,87.59170626752798,82.63052353919738,67.40088105726868,0,11385,0.0,0.0,20.337217249791138
2004-04-12,50.05,51.05,50.05,50.95,8506,91.72780417835199,85.66295041891559,82.8282828282828,0,11385,0.0,0.0,20.337217249791138
2004-04-13,50.95,51.1,50.7,50.85,4769,93.0037213040865,88.1098740473059,80.09259259259252,0,11385,0.0,0.0,20.337217249791138
